generation,best_fitness,mean_fitness,median_fitness
95,0.8081160693851807,0.8041677500215171,0.8037558053274106
96,0.8081160693851807,0.8044999665211928,0.803936563840841
97,0.8081160693851807,0.8047824119866093,0.8043132611418722
98,0.8097271981866437,0.8050691013744248,0.8046457833965338
99,0.8097271981866437,0.8052487230024232,0.8047957341521255
100,0.8109374824444827,0.805825266439244,0.8052859506217899
101,0.8109374824444827,0.8061052616831511,0.8058711887007178
102,0.8109374824444827,0.8061233673300673,0.8058711887007178
103,0.8109374824444827,0.8063588734624907,0.8060811280845187
104,0.8109374824444827,0.8065961890001023,0.8065292831726609
105,0.8109374824444827,0.8069744180955163,0.806898589921583
106,0.8109374824444827,0.8071048667782256,0.8070355480318502
107,0.8109374824444827,0.8071586283336163,0.8070453945129992
108,0.8109374824444827,0.8071988972788091,0.8070453945129992
109,0.8109374824444827,0.8073166657667542,0.8071319700550817
110,0.8109374824444827,0.8075140488921936,0.8072596327738757
111,0.8109374824444827,0.807587446510215,0.8073336763256407
112,0.8109374824444827,0.807799240268855,0.8074891792873135
113,0.8109374824444827,0.8079289588356584,0.807737752540058
114,0.8109374824444827,0.8080209977891882,0.8077725065901039
115,0.8110434214754603,0.8082585224015424,0.8079052874702005
116,0.8110434214754603,0.808332853162971,0.8079393482449911
117,0.8124613496654245,0.8084617658791752,0.8080396799980005
118,0.8135970627268921,0.8086699272459839,0.8081374476062403
119,0.8135970627268921,0.8087482287326527,0.8083189604471723
120,0.8135970627268921,0.8088497187498033,0.8085008405873912
121,0.8135970627268921,0.8090000880771022,0.8087232631342345
122,0.8135970627268921,0.8090285772430922,0.8087817912827634
123,0.8135970627268921,0.8092586956034903,0.8090545910985362
124,0.8135970627268921,0.8093007384590168,0.8090723955636967
125,0.8135970627268921,0.8095119465001709,0.8095113534442163
